userid,firstType,daoshuType1,daoshuType2,daoshuType3
110101618167,1,1,5.0,5.0
110101618260,1,1,6.0,5.0
110101618267,1,6,5.0,5.0
110101618269,1,6,5.0,1.0
110101635063,1,7,6.0,5.0
110101635265,1,6,6.0,6.0
110101635269,1,6,5.0,1.0
110101635362,1,7,6.0,5.0
110101635660,1,6,5.0,5.0
110101635662,1,6,5.0,5.0
110101635666,1,7,5.0,1.0
110101635863,1,6,5.0,5.0
110101635866,1,7,6.0,6.0
110101635961,1,1,1.0,5.0
110101673020,1,1,5.0,1.0
110101673026,5,1,1.0,1.0
110101673127,1,3,2.0,6.0
110101673222,1,6,5.0,1.0
110101673228,1,6,5.0,1.0
110101673321,1,6,5.0,1.0
110101673422,1,6,5.0,4.0
110101673522,1,6,5.0,5.0
110101673723,1,6,5.0,1.0
110101673827,5,6,5.0,5.0
110101710127,1,7,6.0,5.0
110101710128,1,6,5.0,1.0
110101710325,1,6,5.0,1.0
110101710423,1,6,6.0,5.0
110101710721,1,7,6.0,5.0
110101712429,1,6,5.0,6.0
110101712620,1,7,6.0,5.0
110101714167,1,6,5.0,5.0
110101714169,1,6,5.0,5.0
110101714263,1,6,5.0,5.0
110101714360,1,1,1.0,1.0
110101714560,1,6,5.0,1.0
110101714960,1,7,6.0,5.0
110101716021,5,6,5.0,1.0
110101716822,1,1,5.0,5.0
110101716828,1,6,5.0,5.0
110101718068,1,6,5.0,6.0
110101718161,1,6,5.0,5.0
110101718168,1,6,5.0,5.0
110101718169,1,7,6.0,5.0
110101718568,5,7,6.0,6.0
110101718662,1,7,6.0,5.0
110101718760,1,6,5.0,5.0
110101733860,1,6,5.0,1.0
110101733867,1,7,6.0,6.0
110101733868,1,7,6.0,6.0
110101735062,5,6,5.0,1.0
110101735669,1,6,5.0,1.0
110101735766,1,6,5.0,5.0
110101771521,1,6,5.0,6.0
110101773023,1,7,6.0,5.0
110101773227,1,7,6.0,5.0
110101773522,1,7,6.0,5.0
110101810163,1,7,6.0,5.0
110101810167,1,6,5.0,5.0
110101810168,1,6,6.0,5.0
110101810267,1,6,6.0,5.0
110101810361,1,5,1.0,6.0
110101810363,1,6,5.0,1.0
110101812321,1,6,5.0,5.0
110101812427,1,6,5.0,5.0
110101812824,5,5,5.0,6.0
110101814061,1,6,5.0,1.0
110101814067,1,6,5.0,5.0
110101814767,1,7,6.0,5.0
110101814768,1,6,5.0,5.0
110101814860,1,6,5.0,5.0
110101814862,1,6,5.0,5.0
110101814865,1,6,6.0,5.0
110101814967,1,7,6.0,5.0
110101816027,1,6,5.0,5.0
110101816220,1,6,5.0,5.0
110101816223,1,7,6.0,5.0
110101816420,1,5,1.0,1.0
110101816529,1,6,5.0,5.0
110101818162,1,6,5.0,1.0
110101818361,1,6,5.0,1.0
110101818768,1,6,6.0,5.0
110101833065,1,6,5.0,5.0
110101833869,1,5,6.0,5.0
110101835062,5,1,1.0,1.0
110101835266,1,6,6.0,6.0
110101835468,1,1,5.0,5.0
110101835564,1,7,5.0,4.0
110101835569,1,7,6.0,5.0
110101835960,1,6,5.0,6.0
110101873123,1,6,5.0,1.0
110101873126,1,1,5.0,5.0
110101873228,1,6,5.0,5.0
110101873321,1,6,5.0,5.0
110101873624,1,1,5.0,6.0
110101912120,1,1,5.0,1.0
110101912129,1,6,5.0,6.0
110101912226,1,6,5.0,5.0
110101912528,1,6,5.0,7.0
110101912627,1,5,1.0,6.0
110101912629,1,5,5.0,1.0
110101912822,1,6,5.0,5.0
110101912825,1,6,5.0,1.0
110101912922,1,7,6.0,5.0
110101914063,1,6,5.0,1.0
110101914168,1,6,5.0,1.0
110101914169,5,6,5.0,1.0
110101914361,1,6,6.0,5.0
110101914561,5,6,5.0,
110101914569,1,6,5.0,1.0
110101914968,1,5,1.0,5.0
110101916723,1,7,6.0,5.0
110101916729,1,6,5.0,2.0
110101916823,1,5,1.0,6.0
110101918161,1,7,6.0,5.0
110101918461,1,6,5.0,1.0
110101918564,1,6,5.0,4.0
110101918567,1,6,5.0,5.0
110101918860,1,6,5.0,6.0
110101918861,1,6,5.0,1.0
110101935266,1,7,5.0,1.0
110101935465,1,6,5.0,5.0
110101971228,1,6,5.0,5.0
110101973024,1,6,5.0,5.0
110101973120,1,1,5.0,1.0
110101973123,1,6,6.0,5.0
110101973221,1,6,6.0,5.0
110101973421,1,5,5.0,6.0
110101973429,1,6,6.0,6.0
110101973524,1,7,6.0,6.0
110101973823,1,7,6.0,5.0
110101973922,1,7,6.0,5.0
110102012123,1,6,5.0,5.0
110102012125,1,5,5.0,6.0
110102012329,1,7,6.0,5.0
110102012522,1,6,5.0,5.0
110102012625,1,6,5.0,6.0
110102012728,1,6,6.0,5.0
110102012823,1,6,5.0,5.0
110102016229,1,6,5.0,1.0
110102016429,9,6,5.0,6.0
110102016521,1,6,5.0,1.0
110102016721,5,7,6.0,5.0
110102016727,1,6,5.0,5.0
110102016923,1,6,6.0,5.0
110102016929,1,6,5.0,6.0
110102018162,1,7,6.0,5.0
110102018267,1,6,5.0,5.0
110102033866,1,7,6.0,5.0
110102035366,1,7,6.0,5.0
110102035969,1,7,6.0,5.0
110102073220,1,6,5.0,5.0
110102073221,1,6,5.0,5.0
110102073423,1,5,5.0,1.0
110102073620,1,6,6.0,5.0
110102112221,5,6,6.0,5.0
110102112321,1,6,5.0,5.0
110102112420,1,6,5.0,5.0
110102112423,1,6,5.0,5.0
110102112624,5,6,5.0,
110102112726,1,6,5.0,1.0
110102112920,1,1,1.0,1.0
110102112925,1,6,5.0,1.0
110102116223,1,1,6.0,5.0
110102116321,1,7,6.0,5.0
110102116327,1,6,5.0,1.0
110102116724,1,6,5.0,6.0
110102116926,1,6,5.0,1.0
110102118363,1,7,6.0,5.0
110102118660,1,7,6.0,6.0
110102118963,5,7,6.0,5.0
110102135361,1,1,8.0,8.0
110102171025,1,6,5.0,6.0
110102173122,1,6,5.0,6.0
110102173429,1,7,6.0,6.0
110102173926,1,6,5.0,1.0
110102212724,1,6,5.0,1.0
110102212827,1,6,5.0,1.0
110102214468,1,7,6.0,6.0
110102216020,1,6,5.0,5.0
110102216221,1,6,6.0,5.0
110102216925,1,6,5.0,1.0
110102216927,5,7,6.0,5.0
110102216928,1,6,5.0,5.0
110102218266,5,7,6.0,5.0
110102218364,1,6,5.0,5.0
110102218963,1,1,1.0,1.0
110102233866,1,7,6.0,5.0
110102235162,1,7,6.0,5.0
110102235466,1,6,5.0,1.0
110102235660,1,5,5.0,5.0
110102235762,1,7,6.0,6.0
110102271022,1,5,5.0,5.0
110102271024,1,6,5.0,5.0
110102271223,1,6,5.0,1.0
110102271224,1,7,6.0,5.0
110102273125,1,6,6.0,5.0
110102273421,1,6,5.0,1.0
110102273628,1,6,5.0,1.0
110102273726,1,7,6.0,5.0
110102273920,1,6,6.0,5.0
110102310123,1,6,5.0,6.0
110102310322,1,7,6.0,6.0
110102312221,1,6,5.0,1.0
110102312225,1,1,,
110102312527,1,7,6.0,6.0
110102312623,1,6,5.0,6.0
110102312727,5,6,5.0,1.0
110102312928,1,6,5.0,1.0
110102316129,1,1,1.0,8.0
110102316623,1,5,5.0,1.0
110102316927,1,6,5.0,5.0
110102318064,5,6,6.0,5.0
110102318666,1,6,5.0,1.0
110102318762,1,7,5.0,5.0
110102318767,1,7,5.0,4.0
110102318769,1,5,1.0,2.0
110102318865,1,6,6.0,5.0
110102333864,1,7,6.0,5.0
110102333865,1,5,1.0,5.0
110102335069,1,6,5.0,1.0
110102335168,1,7,6.0,5.0
110102335262,1,7,6.0,6.0
110102335366,1,1,1.0,5.0
110102335762,1,1,1.0,7.0
110102335765,1,6,5.0,1.0
110102371028,1,6,5.0,1.0
110102371224,1,1,6.0,5.0
110102373022,1,6,5.0,6.0
110102373224,1,6,5.0,1.0
110102373423,1,7,6.0,5.0
110102373628,1,7,6.0,5.0
110102373822,1,6,5.0,1.0
110102373927,5,1,1.0,6.0
110102414164,1,7,6.0,5.0
110102414168,1,6,6.0,5.0
110102416120,1,7,6.0,5.0
110102416426,1,6,5.0,6.0
110102416820,1,7,6.0,5.0
110102416920,1,6,5.0,5.0
110102416921,1,6,6.0,5.0
110102433761,7,7,1.0,1.0
110102435365,1,6,6.0,5.0
110102435969,1,6,5.0,1.0
110102471020,1,6,6.0,5.0
110102471027,1,6,5.0,5.0
110102471526,1,7,6.0,5.0
110102471529,1,6,6.0,6.0
110102473022,1,7,6.0,5.0
110102473123,1,5,6.0,5.0
110102473126,1,6,5.0,1.0
110102473221,1,7,6.0,6.0
110102473321,1,6,6.0,5.0
110102473523,1,6,6.0,5.0
110102473622,1,6,5.0,5.0
110102473724,1,6,5.0,1.0
110102473829,1,6,5.0,6.0
110102473921,1,5,6.0,5.0
110102512322,1,1,1.0,1.0
110102512720,1,6,5.0,6.0
110102514265,1,6,6.0,5.0
110102516029,1,6,5.0,5.0
110102516127,1,6,6.0,5.0
110102516129,1,6,6.0,5.0
110102516722,1,6,1.0,6.0
110102516928,1,6,6.0,5.0
110102518160,1,7,6.0,5.0
110102518263,6,7,6.0,5.0
110102518269,1,7,6.0,5.0
110102518366,1,7,6.0,5.0
110102518560,1,4,4.0,1.0
110102518765,1,7,6.0,5.0
110102535267,7,7,,
110102535367,1,1,5.0,5.0
110102535962,1,7,6.0,6.0
110102571222,1,6,6.0,6.0
110102571226,1,6,5.0,1.0
110102573123,1,6,5.0,1.0
110102573126,1,6,5.0,1.0
110102573127,1,6,5.0,6.0
110102573322,1,7,6.0,5.0
110102573423,1,6,5.0,5.0
110102573723,1,6,5.0,6.0
110102573824,1,7,6.0,5.0
110102573829,1,1,5.0,1.0
110102612324,5,6,5.0,5.0
110102612327,1,7,6.0,5.0
110102614165,1,1,9.0,8.0
110102614267,1,6,5.0,7.0
110102614268,1,7,6.0,6.0
110102614369,1,7,6.0,6.0
110102614464,1,1,3.0,2.0
110102614966,1,7,6.0,5.0
110102616020,1,6,6.0,5.0
110102616221,1,6,5.0,5.0
110102616628,1,6,5.0,6.0
110102633068,1,1,1.0,1.0
110102633869,1,6,5.0,5.0
110102635065,1,7,6.0,5.0
110102635664,7,6,5.0,5.0
110102673120,1,6,6.0,5.0
110102673123,1,7,6.0,5.0
110102673221,1,6,5.0,1.0
110102673420,1,6,5.0,1.0
110102673421,1,6,5.0,5.0
110102673423,1,6,5.0,1.0
110102673425,1,1,1.0,1.0
110102673920,9,6,5.0,1.0
110102712721,1,1,9.0,8.0
110102712725,1,6,5.0,6.0
110102714267,1,6,5.0,5.0
110102714560,1,7,6.0,5.0
110102714566,1,7,6.0,5.0
110102716022,1,6,5.0,5.0
110102716520,1,6,6.0,5.0
110102716628,1,1,8.0,7.0
110102716820,1,6,5.0,5.0
110102716823,1,6,5.0,6.0
110102716828,1,6,5.0,1.0
110102716929,5,6,5.0,5.0
110102718064,5,7,6.0,6.0
110102718168,5,7,6.0,5.0
110102718368,1,6,6.0,5.0
110102718461,1,1,1.0,1.0
110102718466,1,7,6.0,5.0
110102718660,1,7,6.0,5.0
110102718666,1,7,6.0,5.0
110102718668,1,7,6.0,6.0
110102718863,5,6,6.0,6.0
110102718968,1,7,5.0,4.0
110102733061,7,7,6.0,5.0
110102733868,1,6,5.0,5.0
110102735064,1,6,6.0,6.0
110102735465,1,6,6.0,5.0
110102735661,7,7,6.0,6.0
110102771028,5,6,5.0,5.0
110102771029,1,6,5.0,5.0
110102771220,1,6,6.0,5.0
110102773026,1,6,5.0,5.0
110102773127,1,6,5.0,5.0
110102773325,1,6,6.0,5.0
110102773628,1,7,6.0,5.0
110102773720,1,6,5.0,1.0
110102773820,1,6,5.0,5.0
110102812320,1,1,5.0,5.0
110102812428,1,6,5.0,2.0
110102812621,1,6,5.0,5.0
110102812624,1,6,6.0,5.0
110102812627,1,6,5.0,1.0
110102812724,1,6,5.0,1.0
110102814363,1,6,5.0,6.0
110102814560,1,1,1.0,1.0
110102814562,1,3,5.0,5.0
110102816026,5,6,5.0,5.0
110102816326,1,6,5.0,1.0
110102816425,1,7,6.0,5.0
110102816426,1,7,6.0,6.0
110102816429,1,6,5.0,5.0
110102816620,1,6,6.0,5.0
110102816625,6,7,6.0,5.0
110102816921,1,6,5.0,5.0
110102818160,1,6,5.0,5.0
110102818167,1,7,6.0,6.0
110102818569,5,6,5.0,5.0
110102818861,1,7,6.0,5.0
110102833063,1,7,6.0,5.0
110102835163,3,7,6.0,5.0
110102835261,1,7,6.0,5.0
110102835766,1,6,5.0,5.0
110102871025,1,6,6.0,6.0
110102871229,1,6,5.0,1.0
110102871523,1,6,5.0,5.0
110102873024,1,6,6.0,5.0
110102873025,5,6,5.0,
110102873229,1,6,5.0,1.0
110102873321,1,6,5.0,5.0
110102873623,1,6,5.0,6.0
110102873627,1,6,6.0,5.0
110102873820,1,1,1.0,1.0
110102873829,1,6,5.0,6.0
110102912124,1,1,7.0,6.0
110102912421,1,1,1.0,1.0
110102912721,1,6,6.0,5.0
110102912724,1,7,6.0,6.0
110102912828,1,1,1.0,5.0
110102912923,1,6,5.0,1.0
110102912926,5,7,6.0,5.0
110102916021,1,6,5.0,5.0
110102916027,1,6,5.0,5.0
110102916320,1,6,5.0,5.0
110102916425,1,7,5.0,4.0
110102916623,1,6,5.0,5.0
110102916723,6,6,,
110102916922,1,7,6.0,5.0
110102916928,1,3,1.0,1.0
110102918763,1,7,5.0,1.0
110102933069,1,6,5.0,1.0
110102933765,1,7,6.0,5.0
110102933769,1,7,6.0,5.0
110102933862,1,7,6.0,6.0
110102935764,1,7,6.0,5.0
110102935869,1,7,5.0,4.0
110102971022,5,1,1.0,1.0
110102971225,1,1,5.0,5.0
110102973024,1,6,6.0,5.0
110102973026,1,6,5.0,1.0
110102973027,1,1,1.0,1.0
110102973029,1,6,5.0,1.0
110102973121,1,5,5.0,5.0
110102973524,1,6,5.0,6.0
110102973622,1,6,5.0,6.0
110103010120,1,7,6.0,5.0
110103010425,1,5,1.0,7.0
110103010726,1,7,6.0,5.0
110103012226,1,6,6.0,5.0
110103012620,1,7,6.0,5.0
110103012626,1,7,6.0,5.0
110103012628,1,5,1.0,3.0
110103012724,1,6,6.0,5.0
110103012925,1,6,5.0,1.0
110103012926,1,7,6.0,5.0
110103014161,1,6,5.0,1.0
110103014162,1,6,5.0,6.0
110103014364,1,6,5.0,5.0
110103014960,1,6,5.0,5.0
110103014962,1,6,5.0,5.0
110103016021,1,1,1.0,1.0
110103016321,1,7,6.0,5.0
110103016325,1,6,5.0,5.0
110103016425,1,6,5.0,5.0
110103016720,1,6,5.0,5.0
110103016725,1,6,6.0,5.0
110103018268,1,6,5.0,5.0
110103018361,1,6,5.0,6.0
110103018467,1,6,5.0,1.0
110103018760,1,6,5.0,1.0
110103035263,1,6,5.0,5.0
110103035265,1,6,5.0,1.0
110103035365,1,6,5.0,1.0
110103035466,1,6,6.0,5.0
110103035469,1,5,5.0,5.0
110103035961,1,5,1.0,1.0
110103071023,1,7,6.0,5.0
110103073021,1,1,1.0,2.0
110103073023,1,6,6.0,5.0
110103073422,1,6,6.0,5.0
110103073520,1,7,6.0,5.0
110103073922,1,7,6.0,5.0
110103073925,1,6,5.0,1.0
110103112124,5,7,6.0,5.0
110103112726,1,6,5.0,1.0
110103114568,1,5,5.0,1.0
110103114964,1,6,5.0,1.0
110103116127,5,7,6.0,6.0
110103116220,1,7,6.0,5.0
110103116429,1,7,6.0,5.0
110103116721,1,7,6.0,6.0
110103116726,1,7,6.0,5.0
110103118060,1,7,6.0,5.0
110103118167,1,6,5.0,5.0
110103118569,1,6,5.0,5.0
110103118767,5,6,6.0,5.0
110103118867,1,9,8.0,7.0
110103118964,1,1,1.0,3.0
110103133760,1,7,6.0,5.0
110103133866,1,6,5.0,1.0
110103133868,1,6,5.0,1.0
110103135068,1,6,5.0,5.0
110103135261,1,6,5.0,5.0
110103135267,1,5,5.0,1.0
110103135464,1,6,5.0,5.0
110103135567,1,5,1.0,1.0
110103135866,1,6,5.0,5.0
110103135964,1,6,5.0,5.0
110103171224,1,6,5.0,1.0
110103171529,1,7,5.0,4.0
110103173124,1,1,5.0,1.0
110103173229,1,6,5.0,2.0
110103173422,7,9,9.0,7.0
110103173522,7,7,6.0,5.0
110103173623,1,7,6.0,6.0
110103173821,1,7,6.0,5.0
110103210326,1,7,6.0,6.0
110103212020,1,7,6.0,5.0
110103212126,1,7,6.0,5.0
110103212628,1,7,6.0,5.0
110103214160,1,6,5.0,1.0
110103214466,9,7,6.0,5.0
110103216028,1,7,6.0,5.0
110103216125,1,1,3.0,6.0
110103216129,1,1,2.0,3.0
110103216627,7,7,6.0,5.0
110103216629,1,7,6.0,5.0
110103216725,7,7,,
110103218065,1,6,5.0,1.0
110103218165,1,7,6.0,5.0
110103218269,1,7,6.0,5.0
110103218460,1,5,4.0,3.0
110103218467,1,6,5.0,1.0
110103218468,1,7,6.0,5.0
110103218861,1,7,6.0,6.0
110103233768,9,7,6.0,5.0
110103235062,1,7,6.0,5.0
110103235063,1,6,5.0,5.0
110103235160,1,7,6.0,5.0
110103235260,1,6,5.0,5.0
110103235665,5,1,5.0,1.0
110103235669,1,6,6.0,5.0
110103235767,1,7,6.0,5.0
110103235860,1,6,5.0,1.0
110103235866,5,7,6.0,5.0
110103235968,6,6,,
110103271022,1,7,6.0,6.0
110103271023,1,7,6.0,5.0
110103273020,1,6,5.0,5.0
110103273024,1,6,5.0,5.0
110103273420,1,7,6.0,5.0
110103273428,1,6,5.0,1.0
110103273521,1,7,6.0,5.0
110103273825,1,6,5.0,5.0
110103310120,1,7,6.0,5.0
110103310265,1,6,5.0,6.0
110103310266,1,6,5.0,1.0
110103310327,6,7,6.0,5.0
110103310422,1,6,5.0,3.0
110103312325,1,7,6.0,5.0
110103312629,2,6,5.0,1.0
110103312726,1,7,6.0,5.0
110103314062,1,6,5.0,6.0
110103314265,1,1,1.0,1.0
110103314362,1,7,6.0,5.0
110103314460,5,6,5.0,5.0
110103314461,1,7,6.0,5.0
110103314561,1,6,6.0,5.0
110103316021,1,7,6.0,5.0
110103316029,1,6,5.0,5.0
110103316528,1,7,6.0,6.0
110103316827,5,6,6.0,5.0
110103316922,2,1,1.0,5.0
110103318069,1,7,6.0,5.0
110103318360,1,6,6.0,5.0
110103318468,1,1,5.0,1.0
110103318768,1,7,5.0,4.0
110103318868,1,7,6.0,5.0
110103318964,1,7,5.0,5.0
110103333069,1,7,6.0,5.0
110103335064,1,1,6.0,5.0
110103335066,1,3,3.0,5.0
110103335168,1,7,6.0,5.0
110103335262,1,7,6.0,5.0
110103335461,1,6,5.0,5.0
110103335465,5,5,1.0,6.0
110103335561,1,6,6.0,5.0
110103335766,1,5,1.0,1.0
110103335964,5,6,5.0,
110103371223,1,7,6.0,5.0
110103371520,1,7,5.0,2.0
110103371528,1,7,5.0,5.0
110103373324,1,1,5.0,8.0
110103373823,1,7,6.0,5.0
110103373827,1,6,5.0,2.0
110103373920,1,6,5.0,1.0
110103410321,1,7,6.0,6.0
110103412226,1,6,5.0,1.0
110103412227,1,7,5.0,4.0
110103412521,1,5,5.0,4.0
110103412522,1,7,6.0,5.0
110103412922,5,5,5.0,7.0
110103414267,1,6,5.0,5.0
110103414369,1,7,6.0,5.0
110103414466,1,6,5.0,1.0
110103414469,1,6,5.0,5.0
110103414562,1,6,5.0,6.0
110103414565,5,6,5.0,6.0
110103414866,5,6,5.0,5.0
110103414965,1,6,5.0,1.0
110103416322,5,6,5.0,5.0
110103416521,1,1,1.0,6.0
110103416628,1,6,6.0,5.0
110103416726,5,7,6.0,5.0
110103416821,1,7,6.0,5.0
110103416923,1,7,6.0,6.0
110103416926,1,7,6.0,5.0
110103418169,1,7,6.0,5.0
110103418265,5,7,6.0,5.0
110103418267,5,6,5.0,6.0
110103418464,1,6,6.0,6.0
110103418563,9,6,5.0,1.0
110103418663,1,6,5.0,6.0
110103435060,1,6,5.0,1.0
110103435169,1,1,1.0,5.0
110103435368,1,6,5.0,1.0
110103435564,1,6,6.0,5.0
110103435566,1,1,5.0,1.0
110103435665,1,1,6.0,5.0
110103435866,1,1,5.0,5.0
110103435960,1,6,5.0,1.0
110103473028,1,6,5.0,1.0
110103473126,7,7,,
110103473129,1,6,5.0,5.0
110103473420,7,7,,
110103473528,1,6,5.0,5.0
110103473629,1,6,6.0,5.0
110103473726,1,6,5.0,1.0
110103473821,1,7,6.0,5.0
110103510126,1,7,6.0,5.0
110103510429,5,7,6.0,5.0
110103512020,1,6,5.0,1.0
110103512320,1,6,5.0,1.0
110103512529,1,5,4.0,4.0
110103512629,5,7,6.0,5.0
110103512927,1,7,6.0,5.0
110103516425,2,6,5.0,5.0
110103516726,1,7,6.0,5.0
110103518061,1,4,4.0,4.0
110103518067,1,5,5.0,1.0
110103518460,1,6,5.0,5.0
110103518465,1,6,5.0,5.0
110103518960,1,6,5.0,5.0
110103518963,1,6,5.0,6.0
110103518964,1,6,5.0,5.0
110103533762,1,6,5.0,5.0
110103533862,1,6,5.0,6.0
110103533864,1,6,6.0,6.0
110103535165,1,6,5.0,1.0
110103535167,1,6,5.0,6.0
110103535666,1,7,6.0,5.0
110103535760,1,7,6.0,5.0
110103535968,1,6,5.0,1.0
110103535969,1,6,5.0,1.0
110103571022,1,6,5.0,5.0
110103571024,1,7,6.0,6.0
110103571520,7,7,,
110103571521,1,7,6.0,6.0
110103571523,1,2,1.0,1.0
110103573020,1,6,5.0,1.0
110103573125,1,7,6.0,5.0
110103573128,1,6,5.0,4.0
110103573424,1,7,6.0,5.0
110103573723,5,6,6.0,5.0
110103610128,1,6,5.0,1.0
110103610226,5,7,6.0,5.0
110103610624,7,7,,
110103610822,1,6,5.0,5.0
110103612220,1,7,6.0,5.0
110103612326,1,7,6.0,5.0
110103612721,1,7,6.0,5.0
110103612723,7,7,,
110103612724,1,6,5.0,5.0
110103612820,1,7,6.0,5.0
110103612821,7,7,,
110103612824,1,6,5.0,2.0
110103616625,1,1,1.0,9.0
110103616923,1,7,6.0,5.0
110103618061,1,6,5.0,5.0
110103618367,1,7,5.0,4.0
110103618563,1,1,5.0,5.0
110103633066,1,6,5.0,1.0
110103633764,1,6,5.0,5.0
110103635063,1,6,5.0,5.0
110103635166,1,7,6.0,6.0
110103635261,1,6,5.0,1.0
110103635266,1,5,5.0,5.0
110103635268,1,7,6.0,5.0
110103635662,1,7,6.0,5.0
110103635762,1,1,1.0,1.0
110103635769,1,7,6.0,6.0
110103635868,1,6,6.0,5.0
110103671223,1,6,5.0,5.0
110103671523,1,7,6.0,5.0
110103671528,1,7,1.0,4.0
110103673025,1,6,5.0,6.0
110103673422,1,6,5.0,1.0
110103673622,1,6,5.0,5.0
110103673929,7,7,,
110103712428,1,6,5.0,5.0
110103712521,7,7,,
110103712526,1,6,5.0,2.0
110103712528,1,7,6.0,6.0
110103712629,1,7,6.0,5.0
110103712721,1,7,5.0,4.0
110103712729,1,7,6.0,5.0
110103714263,1,7,6.0,5.0
110103714366,1,6,5.0,5.0
110103714965,1,6,5.0,5.0
110103716121,5,7,6.0,5.0
110103716125,1,7,6.0,5.0
110103716220,1,6,5.0,1.0
110103716723,1,7,6.0,6.0
110103716726,1,6,5.0,1.0
110103716829,1,6,6.0,6.0
110103718061,1,6,5.0,5.0
110103718165,1,6,5.0,6.0
110103718262,1,7,6.0,5.0
110103718363,1,6,6.0,5.0
110103718562,1,6,5.0,6.0
110103718760,5,6,5.0,
110103733764,1,7,6.0,5.0
110103733864,1,6,5.0,1.0
110103733867,1,7,6.0,5.0
110103735160,1,7,6.0,5.0
110103735162,1,6,5.0,5.0
110103735167,5,1,6.0,5.0
110103735262,1,7,6.0,5.0
110103735265,1,7,6.0,5.0
110103735662,1,6,5.0,5.0
110103773124,7,7,7.0,
110103773329,7,7,6.0,5.0
110103773424,1,6,5.0,6.0
110103773526,1,6,5.0,1.0
110103773627,1,7,6.0,5.0
110103773825,7,7,7.0,7.0
110103773829,5,7,6.0,5.0
110103810320,1,7,6.0,5.0
110103810425,1,6,5.0,1.0
110103812120,5,6,6.0,6.0
110103812628,1,7,6.0,6.0
110103812924,1,7,6.0,5.0
110103812925,1,6,5.0,3.0
110103814260,5,6,5.0,1.0
110103814261,1,1,6.0,5.0
110103814262,1,7,6.0,6.0
110103814269,1,6,5.0,5.0
110103816124,1,7,6.0,5.0
110103816223,1,7,6.0,6.0
110103816224,1,7,6.0,6.0
110103816422,1,7,6.0,6.0
110103816621,1,7,6.0,5.0
110103818267,1,6,6.0,5.0
110103818268,1,6,5.0,5.0
110103818360,1,6,5.0,1.0
110103818368,1,6,5.0,1.0
110103818762,1,6,6.0,5.0
110103818763,1,6,5.0,6.0
110103818769,1,6,5.0,5.0
110103818868,1,7,6.0,5.0
110103818960,1,7,6.0,5.0
110103833761,1,1,6.0,5.0
110103833864,1,6,6.0,5.0
110103835063,1,6,5.0,6.0
110103835162,5,6,5.0,1.0
110103835163,1,6,5.0,6.0
110103835264,1,7,6.0,5.0
110103835266,1,6,5.0,1.0
110103835964,1,6,5.0,1.0
110103873024,1,7,6.0,6.0
110103873222,1,7,6.0,5.0
110103873426,1,7,6.0,5.0
110103873627,5,6,5.0,5.0
110103873922,1,7,6.0,5.0
110103873928,8,1,3.0,1.0
110103912022,1,7,6.0,5.0
110103912125,1,1,6.0,5.0
110103912520,1,7,6.0,5.0
110103914365,1,1,1.0,1.0
110103914466,1,6,5.0,1.0
110103916222,5,6,5.0,
110103916527,1,7,6.0,5.0
110103916626,1,7,6.0,5.0
110103916629,1,7,5.0,4.0
110103916929,1,6,5.0,5.0
110103918062,1,7,6.0,6.0
110103918063,1,7,6.0,5.0
110103918067,1,6,5.0,1.0
110103918465,1,7,6.0,5.0
110103918764,1,6,5.0,4.0
110103918866,1,7,6.0,5.0
110103933865,1,6,5.0,1.0
110103935061,1,7,6.0,5.0
110103935168,1,6,6.0,6.0
110103935569,5,6,5.0,
110103935860,1,6,6.0,6.0
110103971027,1,7,6.0,6.0
110103971222,5,6,5.0,
110103971223,5,6,5.0,5.0
110103971224,5,6,6.0,5.0
110103971228,5,6,5.0,5.0
110103971523,1,7,6.0,5.0
110103973022,1,7,6.0,5.0
110103973026,1,6,5.0,5.0
110103973429,7,7,6.0,5.0
110103973525,1,6,5.0,5.0
110103973720,1,7,6.0,6.0
110103973722,1,7,6.0,5.0
110103973726,1,7,5.0,4.0
110103973928,1,7,6.0,6.0
110104012325,1,6,6.0,5.0
110104012420,1,7,6.0,5.0
110104012427,1,6,5.0,5.0
110104012529,5,7,6.0,5.0
110104014166,1,6,5.0,1.0
110104014260,1,6,5.0,5.0
110104014364,1,1,,
110104014368,1,6,5.0,1.0
110104014468,1,6,5.0,5.0
110104014565,1,6,5.0,6.0
110104014665,1,6,5.0,5.0
110104014961,1,6,5.0,5.0
110104014968,1,6,5.0,6.0
110104016023,1,6,5.0,1.0
110104016123,5,7,4.0,2.0
110104016224,1,7,6.0,5.0
110104016323,5,7,6.0,5.0
110104016529,1,6,5.0,5.0
110104016626,1,7,1.0,1.0
110104018068,1,7,6.0,5.0
110104018069,1,7,6.0,5.0
110104018161,1,7,6.0,5.0
110104018162,1,6,5.0,5.0
110104018368,1,7,6.0,5.0
110104018466,5,5,5.0,6.0
110104018467,1,7,6.0,5.0
110104018561,1,1,5.0,5.0
110104018669,1,6,5.0,1.0
110104018763,5,7,6.0,5.0
110104018962,1,6,5.0,5.0
110104033763,1,6,5.0,1.0
110104033767,1,5,3.0,1.0
110104033861,1,6,5.0,1.0
110104035063,1,6,5.0,5.0
110104035067,1,5,5.0,5.0
110104035068,1,6,5.0,5.0
110104035165,1,6,5.0,2.0
110104035169,1,6,5.0,1.0
110104035369,5,6,5.0,1.0
110104035463,1,6,5.0,1.0
110104035560,1,6,6.0,5.0
110104035866,5,6,5.0,
