userid,actionType1,actionType2,actionType3,actionType4,actionType5,actionType6,actionType7,actionType8,actionType9,user_purchase_orderType01_times,if_exist_rate_largerthan_2,user_click_num,user_click_rate,user_purchase_num,user_open_app_num,user_purchase_rate,user_orderType0_rate_largerthan_2,actionType234_after_submit_last_order,tages_num,keywords_num,browse_product_num_by_day,firstType,daoshuType1,daoshuType2,daoshuType3,to_closest_1_time,to_closest_2_time,to_closest_2_time_interval_mean,to_closest_2_time_interval_min,to_closest_3_dist,to_closest_3_time,to_closest_3_time_interval_mean,to_closest_3_time_interval_min,to_closest_4_time,to_closest_4_time_interval_min,to_closest_5_time,to_closest_5_dist,to_closest_5_time_interval_mean,to_closest_5_time_interval_min,to_closest_5_time_interval_max,to_closest_5_time_interval_var,to_closest_6_time,to_closest_6_time_interval_mean,to_closest_6_time_interval_min,to_closest_6_time_interval_max,to_closest_6_time_interval_var,to_closest_7_time,to_closest_7_time_interval_mean,to_closest_7_time_interval_min,to_closest_7_time_interval_max,to_closest_7_time_interval_var,to_closest_8_dist,to_closest_8_time,to_closest_8_time_interval_mean,to_closest_8_time_interval_min,to_closest_8_time_interval_var,to_closest_9_time,to_closest_9_time_interval_mean,to_closest_9_time_interval_var,to_closest_9_time_interval_mean_multi_var,interval_mean,interval_var,interval_min,interval_lastvale1,interval_lastvale2,interval_lastvale3,interval_lasetvale4,interval_last3_mean,interval_last3_var,first_interval
100000018843,0,0,0,0,0,0,1,0,2,,,3,0.09,2.0,0.0,0.0,,,10.0,3.0,1.0,9,7,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,2549396.0,2549396.0,0.0,6499419964820.0,1274701.0,1624847343025.0,6,2549396,6,0,0,849800.67,1444312148550.22,6
100000019085,2,0,0,0,9,6,0,0,0,2.0,,17,0.51,0.0,2.0,0.0,1.0,0.0,10.0,0.0,0.88,1,6,5.0,5.0,6566.0,,,,,,,,,,145.0,1.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,297925.88,1327184050565.86,2,145,207,2,165,118.0,7368.67,176
100000019503,1,0,0,0,0,0,0,0,0,,,1,0.03,0.0,1.0,0.0,,,0.0,0.0,0.0,1,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,145,207,2,165,0.0,0.0,0
100000019777,3,0,0,0,2,0,0,0,0,,,5,0.15,0.0,3.0,0.0,,,,,0.4,1,5,1.0,1.0,11.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1023043.0,2799470688181.5,1,11,3918440,1,173720,1306150.67,3412027780540.22,173720
100000019831,1,0,0,0,2,1,0,0,0,,,4,0.12,0.0,1.0,0.0,,,,,0.75,1,5,6.0,6.0,648.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,,,216.0,52706.0,26,26,83,539,0,216.0,52706.0,539
100000019875,33,0,0,0,4,12,0,0,0,,,49,1.48,0.0,33.0,0.0,,,0.0,0.0,0.33,1,6,5.0,5.0,25.0,,,,,,,,,,17.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,359870.04,677769780623.08,5,17,8,2914085,2885074,971370.0,1887070785626.0,3258
100000020599,6,0,3,0,8,4,2,1,1,1.0,,25,0.75,1.0,6.0,16.67,,3.0,,,0.76,1,7,6.0,6.0,2237.0,,,,8.0,216843.0,27105.38,1.0,,,1583.0,2.0,791.5,27.0,1556.0,584460.25,1556.0,1556.0,1556.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,269853.0,19275.21,1.0,3105926912.74,269838.0,20756.77,3314114296.79,430843500.833,11386.17,1899133262.39,1,1556,27,1,65,528.0,528504.67,12
100000020705,2,0,0,0,1,2,0,0,0,,,5,0.15,0.0,2.0,0.0,,,,,0.6,1,6,6.0,6.0,1267.0,,,,,,,,,,1262.0,2.0,631.0,39.0,1223.0,350464.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,105462.25,33100392824.69,5,1223,39,5,420582,422.33,320726.22,420582
100000020839,4,0,0,1,4,3,1,0,0,,,13,0.39,0.0,4.0,0.0,,,,,0.69,1,7,6.0,6.0,426.0,,,,,,,,406.0,17.0,389.0,4.0,97.25,20.0,225.0,6690.69,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,642696.0,3543385908079.0,3,32,112,20,225,54.67,1667.56,154
100000021007,3,0,0,0,7,3,2,0,0,1.0,,15,0.45,0.0,3.0,0.0,1.0,0.0,3.0,4.0,0.8,1,7,6.0,6.0,2803.0,,,,,,,,,,81.0,2.0,40.5,29.0,52.0,132.25,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,217.57,205080.96,1,52,29,1,29,27.33,434.89,236
100000021741,1,0,0,0,8,2,0,1,0,,,12,0.36,0.0,1.0,0.0,,,5.0,0.0,0.92,5,1,5.0,5.0,0.0,,,,,,,,,,1350575.0,1.0,1350575.0,1350575.0,1350575.0,0.0,3181656.0,397707.0,2.0,1643042.0,409615736730.0,,,,,,2.0,2993617.0,1496808.5,1350575.0,21384236522.2,,,,,289385.55,329191911140.25,2,1350575,1643042,172,72,997929.67,512016338377.56,1481
100000023031,4,0,0,0,9,4,0,0,0,,,17,0.51,0.0,4.0,0.0,,,,,0.76,5,6,5.0,5.0,115.0,,,,,,,,,,47.0,1.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,16967.19,3658050064.28,8,47,60,8,1904,38.33,488.22,23
100000023341,13,0,0,0,16,3,0,6,2,3.0,,40,1.21,2.0,13.0,15.38,1.0,0.0,4.0,2.0,0.68,1,6,5.0,5.0,65.0,,,,,,,,,,59.0,1.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,1050349.0,175058.17,2.0,73286171444.5,15336503.0,528844.93,1614245863000.0,279676959987.0,435552.79,1262675528195.75,1,59,2,4,315681,21.67,697.56,57
100000023847,15,0,0,0,11,2,0,1,1,,,30,0.91,1.0,15.0,6.67,,,,,0.5,1,1,5.0,5.0,0.0,,,,,,,,,,687944.0,1.0,687944.0,687944.0,687944.0,0.0,24222008.0,1101000.36,4.0,17277866.0,13447737727300.0,,,,,,21.0,24221931.0,1153425.29,4.0,14027641996500.0,24221909.0,1211095.45,14659181291500.0,1466752189010.0,843018.69,10412359512086.7,4,687944,4,73,26,229340.33,105158662333.56,6
110020671228,4,0,0,0,6,2,0,0,0,1.0,,12,0.36,0.0,4.0,0.0,,0.0,2.0,0.0,0.67,1,6,5.0,5.0,2085.0,,,,,,,,,,152.0,1.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,769515.91,2454330629301.36,2,152,1863,64,6,693.0,685740.67,333734
110100014968,1,0,7,0,10,3,1,0,0,,,22,0.66,0.0,1.0,0.0,,,,,0.95,1,5,3.0,3.0,1491.0,,,,1.0,14.0,14.0,14.0,,,0.0,0.0,0.0,0.0,0.0,0.0,737.0,49.13,8.0,183.0,2192.12,1281.0,71.17,8.0,451.0,10392.14,,,,,,,,,,71.0,8915.24,8,14,15,42,8,23.67,168.22,60
110100016420,0,0,0,0,0,2,1,0,0,,,3,0.09,0.0,0.0,0.0,,,,,1.0,6,7,6.0,6.0,,,,,,,,,,,,,,,,,121.0,121.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,77.0,1936.0,33,121,33,0,0,51.33,2608.22,33
110100016422,2,0,0,0,4,1,1,0,0,,,8,0.24,0.0,2.0,0.0,,,,,0.75,1,7,6.0,6.0,528.0,,,,,,,,,,373.0,2.0,186.5,110.0,263.0,5852.25,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,422858.0,1072373022677.71,3,110,263,3,129,125.33,11384.22,40
110100018261,0,0,0,0,0,0,6,0,0,6.0,,6,0.18,0.0,0.0,0.0,1.0,,4.0,0.0,1.0,7,7,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,238.2,13790.16,129,224,222,129,461,191.67,1964.22,155
110100035666,11,6,2,0,15,8,3,2,1,1.0,,48,1.45,1.0,11.0,9.09,1.0,2.0,3.0,5.0,0.77,1,6,5.0,5.0,136.0,3052857.0,80338.34,3.0,23.0,514983.0,22390.57,6.0,,,54.0,1.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,25659.0,6414.75,17.0,25523.0,121708722.19,26.0,516224.0,19854.77,6.0,3046067289.25,516202.0,20648.08,3151547089.43,426343207.686,64964.96,75464025706.25,3,54,65,17,25523,45.33,421.56,32
110100073025,1,22,2,2,13,7,1,0,0,,,48,1.45,0.0,1.0,0.0,,,,,0.98,1,2,7.0,7.0,2641.0,0.0,0.0,0.0,18.0,650.0,36.11,1.0,2108.0,1.0,211.0,4.0,52.75,6.0,112.0,1653.69,138.0,69.0,26.0,112.0,1849.0,26.0,26.0,26.0,26.0,0.0,,,,,,,,,,56.19,36722.54,1,26,112,67,6,68.33,1233.56,46
110100073927,23,38,17,87,41,9,7,5,5,5.0,,232,7.0,5.0,23.0,21.74,,28.0,,,0.9,2,7,6.0,6.0,198.0,33558.0,8389.5,11.0,10.0,3464402.0,346440.2,11.0,3878289.0,3.0,186.0,2.0,93.0,11.0,175.0,6724.0,175.0,175.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,5687627.0,82429.38,1.0,120372467230.0,5687619.0,83641.46,122041280210.0,6995893830.93,25100.55,37361193022.13,1,175,11,12,33360,66.0,5940.67,72
110100116029,5,0,2,1,18,6,1,0,0,,,33,1.0,0.0,5.0,0.0,,,,,0.85,1,1,5.0,5.0,0.0,,,,4.0,498509.0,124627.25,1.0,520718.0,1.0,492609.0,1.0,492609.0,492609.0,492609.0,0.0,499219.0,55468.78,1.0,492609.0,23889647727.5,535916.0,18479.86,1.0,492609.0,8049987540.19,,,,,,,,,,16762.59,7323810069.49,1,492609,1,68,5831,164226.0,53917698092.67,349
110100133766,1,1,0,0,7,3,1,0,0,,,13,0.39,0.0,1.0,0.0,,,,,0.92,5,7,6.0,6.0,127.0,3138.0,313.8,2.0,,,,,,,121.0,2.0,60.5,36.0,85.0,600.25,85.0,85.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,300.0,217373.5,2,85,36,2,4,41.0,1160.67,243
110100171523,18,0,5,0,16,14,0,0,0,,,53,1.6,0.0,18.0,0.0,,,,,0.66,1,6,5.0,5.0,491.0,,,,23.0,359596.0,15634.61,2.0,,,463.0,1.0,463.0,463.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,9338.67,929177314.95,1,463,28,1598,12828,696.33,438038.89,136
110100173226,0,0,0,0,0,0,1,0,0,,,1,0.03,0.0,0.0,0.0,,,,,1.0,7,7,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0,463,28,1598,12828,0.0,0.0,0
110100218469,4,0,0,0,4,3,2,1,1,1.0,,15,0.45,1.0,4.0,25.0,1.0,0.0,4.0,0.0,0.73,5,7,1.0,1.0,179846.0,,,,,,,,,,213768.0,5.0,42753.6,44.0,179846.0,4859915098.64,227063.0,32437.57,12.0,179846.0,3749999001.39,0.0,0.0,0.0,0.0,0.0,4.0,213677.0,53419.25,44.0,5506113423.69,213633.0,71211.0,6075299092.67,5071006521.0,18158.14,2120278525.41,5,179846,33073,714,44,71211.0,6075299092.67,439
110100235669,5,0,0,0,6,2,1,0,0,,,14,0.42,0.0,5.0,0.0,,,,,0.64,1,7,6.0,6.0,210.0,,,,,,,,,,140.0,2.0,70.0,66.0,74.0,16.0,74.0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,908.08,3504865.3,2,74,66,70,87,70.0,10.67,13
110100316927,1,0,0,0,7,3,2,0,0,1.0,,13,0.39,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.92,1,7,6.0,6.0,1395.0,,,,,,,,,,382.0,2.0,191.0,72.0,310.0,14161.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,116.25,23619.19,7,72,310,7,7,129.67,16964.22,20
110100335267,2,0,1,0,3,2,1,1,2,1.0,,12,0.36,2.0,2.0,100.0,,1.0,,,0.83,9,6,5.0,5.0,855.0,,,,3.0,112240.0,37413.33,9.0,,,846.0,1.0,846.0,846.0,846.0,0.0,0.0,0.0,0.0,0.0,0.0,511585.0,73083.57,6.0,399290.0,19207340068.8,6.0,511579.0,85263.17,9.0,21370165632.5,511552.0,102310.4,23900549773.0,10467417948.2,46568.64,13453181586.41,6,846,9,111385,22,37413.33,2736020496.22,155
110100371520,6,4,25,22,24,15,3,1,1,,,101,3.05,1.0,6.0,16.67,,,,,0.94,1,7,6.0,6.0,338.0,420796.0,7792.52,3.0,13.0,92320.0,7101.54,39.0,93284.0,15.0,272.0,2.0,136.0,117.0,155.0,361.0,117.0,117.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,463880.0,5871.9,2.0,584360848.52,463869.0,5947.04,591406621.96,35367284.7616,5114.09,472019505.18,2,117,155,66,81432,112.67,1329.56,273
110100373224,7,4,0,6,18,1,1,0,0,,,37,1.12,0.0,7.0,0.0,,,,,0.81,1,7,6.0,6.0,224.0,803221.0,36510.05,1.0,,,,,830095.0,1.0,214.0,2.0,107.0,54.0,160.0,2809.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,23064.36,10128556431.01,1,54,160,1,9,71.67,4369.56,16
110100412425,22,0,34,10,9,1,1,6,6,,,89,2.69,6.0,22.0,27.27,,,,,0.75,1,7,6.0,6.0,1642.0,,,,13.0,795068.0,61159.08,19.0,1263464.0,5.0,1596.0,2.0,798.0,156.0,1440.0,412164.0,156.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,811606.0,54107.07,19.0,6204940763.93,811582.0,57970.14,6424300453.69,3360537131.62,15581.75,2049930311.76,3,156,1440,27,19,541.0,406874.0,230
110100418260,3,1,1,0,4,4,2,0,0,,,15,0.45,0.0,3.0,0.0,,,,,0.8,1,3,1.0,1.0,28438.0,465185.0,51687.22,6.0,0.0,0.0,0.0,0.0,,,412195.0,5.0,82439.0,30.0,383505.0,22780777745.6,411973.0,137324.33,30.0,383505.0,30436962730.9,411943.0,205971.5,28438.0,383505.0,31518143622.2,,,,,,,,,,35106.36,9552961603.66,6,28438,383505,30,80,137324.33,30436962730.89,79
110100418567,2,0,0,2,1,0,0,0,0,,,5,0.15,0.0,2.0,0.0,,,,,0.6,1,5,4.0,4.0,128.0,,,,,,,,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,20795.5,1288101052.25,28,100,28,82959,95,27695.67,1527018869.56,95
110100471522,2,1,0,0,4,1,1,0,0,,,9,0.27,0.0,2.0,0.0,,,,,0.78,1,7,6.0,6.0,466.0,787344.0,112477.71,13.0,,,,,,,392.0,2.0,196.0,108.0,284.0,7744.0,108.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,98421.0,67686838938.75,13,108,284,13,61,135.0,12604.67,24
110100471527,3,2,3,2,6,1,1,0,0,,,18,0.54,0.0,3.0,0.0,,,,,0.83,1,7,6.0,6.0,591.0,248771.0,19136.23,4.0,5.0,158946.0,31789.2,100.0,158807.0,100.0,310.0,2.0,155.0,100.0,210.0,3025.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,14657.47,1723145709.19,4,100,210,281,158216,197.0,5544.67,110
110100473324,13,4,6,4,32,10,1,0,0,,,70,2.11,0.0,13.0,0.0,,,,,0.81,1,7,6.0,6.0,6534.0,114153.0,5435.86,4.0,52.0,705293.0,13563.33,1.0,114154.0,1.0,1179.0,4.0,294.75,75.0,741.0,72186.19,270.0,270.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,10231.65,1035520916.6,1,270,75,93,741,146.0,7742.0,121
110100512827,4,2,1,0,9,7,2,5,4,1.0,,34,1.03,4.0,4.0,100.0,,2.0,,,0.88,1,7,6.0,6.0,254.0,258177.0,11735.32,9.0,15.0,256955.0,17130.33,11.0,,,144.0,2.0,72.0,42.0,102.0,900.0,42.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,257693.0,15158.41,9.0,1949775961.65,257684.0,16105.25,2056396414.31,259379077.562,7839.45,1061347895.4,4,42,102,58,38,67.33,643.56,32
110100514267,2,0,0,0,3,4,0,0,0,,,9,0.27,0.0,2.0,0.0,,,,,0.78,1,6,5.0,5.0,242.0,,,,,,,,,,235.0,1.0,235.0,235.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,404273.25,1143464648355.44,6,235,7,3233452,12,1077898.0,2323206532122.0,16
110100516521,8,3,3,0,12,7,2,1,1,1.0,,37,1.12,1.0,8.0,12.5,1.0,3.0,3.0,5.0,0.78,5,7,6.0,6.0,291.0,773902.0,36852.48,1.0,16.0,771778.0,48236.13,1.0,,,286.0,3.0,95.33,55.0,166.0,2513.56,65.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,774422.0,33670.52,1.0,8950552423.47,774411.0,35200.5,9303556545.43,1239075200.25,25761.61,6117497275.07,1,65,166,55,1,95.33,2513.56,92600
110100516723,2,0,1,0,31,13,1,0,0,,,48,1.45,0.0,2.0,0.0,,,,,0.96,1,7,6.0,6.0,18090.0,,,,25.0,4529.0,181.16,1.0,,,2032.0,2.0,1016.0,115.0,1917.0,811801.0,1917.0,1917.0,1917.0,1917.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1671.49,75099438.42,1,1917,115,1,98,677.67,770139.56,82
110100516929,19,14,8,0,17,8,4,2,2,2.0,,74,2.23,2.0,19.0,10.53,,17.0,3.0,0.0,0.74,1,7,6.0,6.0,171.0,77432.0,12905.33,9.0,22.0,221994.0,10090.64,3.0,,,159.0,2.0,79.5,9.0,150.0,4970.25,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,320850.0,5729.46,3.0,303803845.96,320840.0,5833.45,308721969.7,34029138.9025,4406.42,238822054.05,2,150,9,12,17684,57.0,4326.0,47
110100535662,0,0,0,0,0,0,1,0,0,,,1,0.03,0.0,0.0,0.0,,,,,1.0,7,7,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0,150,9,12,17684,0.0,0.0,0
110100573222,1,0,5,0,4,3,0,0,0,,,13,0.39,0.0,1.0,0.0,,,,,0.92,1,6,5.0,5.0,6309.0,,,,6.0,5923.0,987.17,12.0,,,17.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,525.75,2352343.69,6,17,5609,12,170,1879.33,6955210.89,160
110100573627,8,1,0,0,12,1,0,0,0,,,22,0.66,0.0,8.0,0.0,,,,,0.64,1,6,5.0,5.0,196.0,710136.0,35506.8,5.0,,,,,,,182.0,1.0,182.0,182.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,33818.52,5409747280.25,5,182,5,9,1942,65.33,6808.22,53
110100614362,4,0,2,2,7,3,1,0,0,,,19,0.57,0.0,4.0,0.0,,,,,0.79,1,7,6.0,6.0,205.0,,,,15.0,506949.0,33796.6,4.0,506829.0,4.0,195.0,2.0,97.5,46.0,149.0,2652.25,149.0,149.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,28174.44,8058223998.47,4,149,46,6,4,67.0,3628.67,150
110100614562,10,8,0,14,5,0,2,0,0,2.0,,39,1.18,0.0,10.0,0.0,1.0,1.0,10.0,6.0,0.74,7,5,5.0,5.0,150.0,52.0,26.0,19.0,,,,,6267.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,71.0,23.67,19.0,33.0,43.56,,,,,,,,,,7544.79,353018295.32,1,33,19,19,32,23.67,43.56,5875
110100618862,3,0,0,0,5,2,0,0,0,,,10,0.3,0.0,3.0,0.0,,,,,0.7,1,6,6.0,6.0,166.0,,,,,,,,,,137.0,2.0,68.5,26.0,111.0,1806.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,135329.89,135373256499.21,3,26,111,29,38734,55.33,1550.89,8
110100635761,2,0,1,0,8,5,3,0,0,2.0,,19,0.57,0.0,2.0,0.0,,1.0,,,0.89,1,7,6.0,6.0,4550.0,,,,4.0,3252.0,813.0,70.0,,,305.0,2.0,152.5,70.0,235.0,6806.25,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,446.89,493719.88,3,70,235,2122,825,809.0,866522.0,11
110100673622,7,2,2,5,11,1,1,0,0,,,29,0.88,0.0,7.0,0.0,,,,,0.76,1,7,5.0,5.0,45539.0,5371853.0,413219.46,9.0,19.0,5379849.0,283149.95,4.0,116489.0,13.0,45526.0,1.0,45526.0,45526.0,45526.0,0.0,308274.0,51379.0,9.0,191588.0,4662284444.67,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,192768.89,879940941797.1,4,45526,13,70950,188,38829.67,861096768.22,786
110100673828,1,0,0,0,1,1,1,0,0,,,4,0.12,0.0,1.0,0.0,,,,,0.75,1,7,6.0,6.0,836.0,,,,,,,,,,588.0,2.0,294.0,200.0,388.0,8836.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,278.67,6360.89,200,200,388,248,0,278.67,6360.89,248
110100735369,1,0,0,0,1,0,0,0,0,,,2,0.06,0.0,1.0,0.0,,,,,0.5,1,5,1.0,,178.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,178.0,0.0,178,178,0,0,0,59.33,7040.89,178
110100816922,4,0,0,0,11,3,0,0,0,,,18,0.54,0.0,4.0,0.0,,,,,0.78,1,6,5.0,5.0,561.0,,,,,,,,,,69.0,1.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,6516.35,282241850.46,2,69,2,352,57,141.0,23008.67,20
110100818367,0,0,0,0,0,0,1,0,0,,,1,0.03,0.0,0.0,0.0,,,,,1.0,7,7,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0,69,2,352,57,0.0,0.0,0
110100835466,3,0,0,0,8,8,2,0,0,1.0,,21,0.63,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.86,1,7,6.0,6.0,2300.0,,,,,,,,,,1971.0,3.0,657.0,230.0,1503.0,357868.67,1503.0,1503.0,1503.0,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4164.1,129902029.79,2,1503,230,238,2,657.0,357868.67,13
110100835868,3,3,0,1,15,5,2,0,0,,,29,0.88,0.0,3.0,0.0,,,,,0.9,1,7,6.0,6.0,390.0,31320.0,3915.0,5.0,,,,,32050.0,2.0,269.0,2.0,134.5,52.0,217.0,6806.25,217.0,217.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1154.89,32515512.74,2,217,52,116,5,128.33,4613.56,20
110100871522,3,4,1,0,4,4,0,0,0,,,16,0.48,0.0,3.0,0.0,,,,,0.81,1,6,5.0,5.0,23.0,35230.0,4403.75,5.0,3.0,34643.0,11547.67,6.0,,,17.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3387.33,84277349.16,4,17,6,34620,50,11547.67,266166302.89,15412
110100873722,2,0,1,0,4,3,1,0,0,,,11,0.33,0.0,2.0,0.0,,,,,0.82,1,7,6.0,6.0,245.0,,,,3.0,210.0,70.0,9.0,,,201.0,2.0,100.5,44.0,157.0,3192.25,157.0,157.0,157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1269.8,5676243.56,9,157,44,9,35,70.0,3988.67,14
110100933760,1,0,0,0,10,12,1,0,0,,,24,0.72,0.0,1.0,0.0,,,,,0.96,1,7,6.0,6.0,5184.0,,,,,,,,,,632.0,2.0,316.0,16.0,616.0,90000.0,616.0,616.0,616.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,225.39,135595.89,2,616,16,196,183,276.0,63200.0,114
110100973525,2,0,0,0,3,4,0,0,0,,,9,0.27,0.0,2.0,0.0,,,,,0.78,1,6,5.0,5.0,775.0,,,,,,,,,,191.0,1.0,191.0,191.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,267.25,141733.44,13,191,241,223,120,218.33,427.56,13
110101018063,3,0,0,0,11,6,0,0,0,1.0,,20,0.6,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.85,1,6,5.0,5.0,597.0,,,,,,,,,,62.0,1.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3721.79,107379103.53,2,62,10,378,138,150.0,26442.67,154
110101018362,15,0,0,0,14,6,0,3,3,3.0,,41,1.24,3.0,15.0,20.0,1.0,0.0,9.0,0.0,0.63,1,6,5.0,5.0,327.0,,,,,,,,,,249.0,1.0,249.0,249.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.0,328779.0,20548.69,6.0,3775902626.09,328766.0,21917.73,3997640883.93,480386888.353,35234.7,11118370741.11,6,249,71,7,4320,109.0,10482.67,24
110101035263,5,0,0,0,7,2,0,0,0,,,14,0.42,0.0,5.0,0.0,,,,,0.64,1,6,5.0,5.0,163.0,,,,,,,,,,140.0,1.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,99070.31,37266040090.67,3,140,3,20,63,54.33,3717.56,19
110101071220,3,0,0,0,5,4,0,0,0,,,12,0.36,0.0,3.0,0.0,,,,,0.75,1,6,5.0,5.0,278.0,,,,,,,,,,91.0,1.0,91.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,591.09,1410767.9,10,91,187,334,475,204.0,9986.0,76
110101071222,5,0,0,0,4,3,0,0,0,,,12,0.36,0.0,5.0,0.0,,,,,0.58,1,6,6.0,6.0,2678.0,,,,,,,,,,2087.0,2.0,1043.5,16.0,2071.0,1055756.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,94372.45,64815071447.34,16,16,2071,314,84,800.33,822097.56,54586
110101071527,8,0,0,0,9,1,1,0,0,,,19,0.57,0.0,8.0,0.0,,,,,0.58,1,7,6.0,6.0,427.0,,,,,,,,,,421.0,2.0,210.5,149.0,272.0,3782.25,272.0,272.0,272.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,170446.78,326012089771.28,4,272,149,6,223359,142.33,11814.89,75
110101073025,1,0,0,0,2,2,0,0,0,,,5,0.15,0.0,1.0,0.0,,,,,0.8,1,6,6.0,6.0,287.0,,,,,,,,,,251.0,2.0,125.5,19.0,232.0,11342.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,71.75,8568.19,14,19,232,22,14,91.0,9942.0,14
